N°;DEPARTEMENT;COMMUNE;ARRONDISSEMENT;VILLAGE_QUARTIER;CENTRE DE VOTE;POSTE DE VOTE;LATITUDE;LONGITUDE
15545;PLATEAU;KETOU;IDIGNY;ILLARA-KANGA;EPP IGBO-OGOUDO;PV 03;7.4137528;2.7366492
15546;PLATEAU;KETOU;IDIGNY;ILLARA-KANGA;EPP IGBO-OGOUDO;PV 04;7.4137528;2.7366492
15547;PLATEAU;KETOU;IDIGNY;ILLARA-KANGA;EPP CHABOTO;PV 01;7.4137528;2.7366492
15548;PLATEAU;KETOU;IDIGNY;ILLARA-KANGA;EPP CHABOTO;PV 02;7.4137528;2.7366492
15549;PLATEAU;KETOU;IDIGNY;ILLARA-KANGA;EPP CHABOTO;PV 03;7.4137528;2.7366492
15550;PLATEAU;KETOU;IDIGNY;ILLECHIN;EPP ILLECHIN;PV 01;7.42669;2.708005
15551;PLATEAU;KETOU;IDIGNY;ILLECHIN;EPP ILLECHIN;PV 02;7.42669;2.708005
15552;PLATEAU;KETOU;IDIGNY;ILLECHIN;EPP OÏTCHADA-AKPO;PV 01;7.42669;2.708005
15553;PLATEAU;KETOU;IDIGNY;ILLIKIMOUN;COMPLEXE SCOLAIRE ILLIKIMOUN;PV 01;7.4770592;2.7160786
15554;PLATEAU;KETOU;IDIGNY;ILLIKIMOUN;COMPLEXE SCOLAIRE ILLIKIMOUN;PV 02;7.4770592;2.7160786
15555;PLATEAU;KETOU;IDIGNY;ILLIKIMOUN;PLACE ITA-ALE FACE MOSQUEE ILLIKIMOUN;PV 01;7.4770592;2.7160786
15556;PLATEAU;KETOU;IDIGNY;ILLIKIMOUN;PLACE PUB. OKE-OGNINBO;PV 01;7.4770592;2.7160786
15557;PLATEAU;KETOU;IDIGNY;ILLIKIMOUN-KOLLY;PLACE PUBLIQUE ILLIKIMOUN KOLLY;PV 01;7.4770592;2.7160786
15558;PLATEAU;KETOU;IDIGNY;ILLIKIMOUN-KOLLY;PLACE PUBLIQUE ILLIKIMOUN KOLLY;PV 02;7.4770592;2.7160786
15559;PLATEAU;KETOU;IDIGNY;ISSELOU;EPP ISSELOU;PV 01;7.4781222;2.7359021
15560;PLATEAU;KETOU;IDIGNY;ISSELOU;EPP ISSELOU;PV 02;7.4781222;2.7359021
15561;PLATEAU;KETOU;IDIGNY;ISSELOU;PLACE PUBLIQUE ISSELOU ETI-DO;PV 01;7.4781222;2.7359021
15562;PLATEAU;KETOU;IDIGNY;IWESSOUN;EPP IWESSOUN-AGBEDE;PV 01;7.4770592;2.7160786
15563;PLATEAU;KETOU;IDIGNY;IWESSOUN;EPP IWESSOUN-ILLIKIMOUN;PV 01;7.4770592;2.7160786
15564;PLATEAU;KETOU;IDIGNY;IWOYE-BENIN;EPP IWOYE BENINOIS;PV 01;7.4770592;2.7160786
15565;PLATEAU;KETOU;IDIGNY;IWOYE-BENIN;EPP IWOYE BENINOIS;PV 02;7.4770592;2.7160786
15566;PLATEAU;KETOU;IDIGNY;IWOYE-BENIN;EPP IWOYE BENINOIS;PV 03;7.4770592;2.7160786
15567;PLATEAU;KETOU;IDIGNY;IWOYE-BENIN;EPP IWOYE BENINOIS;PV 04;7.4770592;2.7160786
15568;PLATEAU;KETOU;IDIGNY;IWOYE-BENIN;PLACE PUBLIQUE YOBO-KILODE;PV 01;7.4770592;2.7160786
15569;PLATEAU;KETOU;IDIGNY;OBATEDO;EPP OBATEDO;PV 01;7.413677;2.6950686
15570;PLATEAU;KETOU;IDIGNY;OBATEDO;EPP OBATEDO;PV 02;7.413677;2.6950686
15571;PLATEAU;KETOU;IDIGNY;OBATEDO;EPP OBATEDO;PV 03;7.413677;2.6950686
15572;PLATEAU;KETOU;IDIGNY;OBATEDO;PLACE PUBLIQUE MOUMOU;PV 01;7.413677;2.6950686
15573;PLATEAU;KETOU;IDIGNY;OGUELETE;EPP OGUELETE;PV 01;7.4770592;2.7160786
15574;PLATEAU;KETOU;IDIGNY;OGUELETE;EPP OGUELETE;PV 02;7.4770592;2.7160786
15575;PLATEAU;KETOU;KETOU;ASSENA;BUREAU GESTION MAÏS (PARC KETOU);PV 01;7.3637016;2.6066878
15576;PLATEAU;KETOU;KETOU;ASSENA;BUREAU GESTION MAÏS (PARC KETOU);PV 02;7.3637016;2.6066878
15577;PLATEAU;KETOU;KETOU;ASSENA;BUREAU GESTION MAÏS (PARC KETOU);PV 03;7.3637016;2.6066878
15578;PLATEAU;KETOU;KETOU;ASSENA;BUREAU GESTION MAÏS (PARC KETOU);PV 04;7.3637016;2.6066878
15579;PLATEAU;KETOU;KETOU;ASSENA;BUREAU GESTION MAÏS (PARC KETOU);PV 05;7.3637016;2.6066878
15580;PLATEAU;KETOU;KETOU;ATCHOUBI;EPP ATCHOUBI;PV 01;7.3497383;2.6090683
15581;PLATEAU;KETOU;KETOU;ATCHOUBI;EPP ATCHOUBI;PV 02;7.3497383;2.6090683
15582;PLATEAU;KETOU;KETOU;ATCHOUBI;EPP ATCHOUBI;PV 03;7.3497383;2.6090683
15583;PLATEAU;KETOU;KETOU;ATCHOUBI;EPP ATCHOUBI;PV 04;7.3497383;2.6090683
15584;PLATEAU;KETOU;KETOU;ATCHOUBI;EPP ATCHOUBI;PV 05;7.3497383;2.6090683
15585;PLATEAU;KETOU;KETOU;ATCHOUBI;EPP ATCHOUBI;PV 06;7.3497383;2.6090683
15586;PLATEAU;KETOU;KETOU;ATCHOUBI;EPP ATCHOUBI;PV 07;7.3497383;2.6090683
15587;PLATEAU;KETOU;KETOU;ATCHOUBI;EPP ATCHOUBI;PV 08;7.3497383;2.6090683
15588;PLATEAU;KETOU;KETOU;ATCHOUBI;EPP TANKOU;PV 01;7.3497383;2.6090683
15589;PLATEAU;KETOU;KETOU;ATCHOUBI;PLACE PUBLIQUE ODE-KPATA;PV 01;7.3497383;2.6090683
15590;PLATEAU;KETOU;KETOU;ATCHOUBI;PLACE PUBLIQUE ODE-KPATA;PV 02;7.3497383;2.6090683
15591;PLATEAU;KETOU;KETOU;AWAI;HANGAR PLACE PUBLIQUE AWAÏ;PV 01;7.3637016;2.6066878
15592;PLATEAU;KETOU;KETOU;AYELAWADJE;ECOLE URBAINE CENTRE G/A;PV 01;7.3637016;2.6066878
15593;PLATEAU;KETOU;KETOU;AYELAWADJE;ECOLE URBAINE CENTRE G/A;PV 02;7.3637016;2.6066878
15594;PLATEAU;KETOU;KETOU;AYELAWADJE;ECOLE URBAINE CENTRE G/A;PV 03;7.3637016;2.6066878
15595;PLATEAU;KETOU;KETOU;DAGBANDJI;ECOLE MATERNELLE;PV 01;7.3637016;2.6066878
15596;PLATEAU;KETOU;KETOU;DAGBANDJI;EPP CENTENAIRE G/B;PV 01;7.3637016;2.6066878
15597;PLATEAU;KETOU;KETOU;DAGBANDJI;EPP CENTENAIRE G/B;PV 02;7.3637016;2.6066878
15598;PLATEAU;KETOU;KETOU;DAGBANDJI;EPP CENTENAIRE G/B;PV 03;7.3637016;2.6066878
15599;PLATEAU;KETOU;KETOU;IDADJE;EPP AYEFELE;PV 01;7.3637016;2.6066878
15600;PLATEAU;KETOU;KETOU;IDADJE;EPP AYEFELE;PV 02;7.3637016;2.6066878
15601;PLATEAU;KETOU;KETOU;IDENA;EPP IDENA;PV 01;7.3634584;2.6016757
15602;PLATEAU;KETOU;KETOU;IDENA;EPP IDENA;PV 02;7.3634584;2.6016757
15603;PLATEAU;KETOU;KETOU;IDENA;EPP IDENA;PV 03;7.3634584;2.6016757
15604;PLATEAU;KETOU;KETOU;IDENA;EPP IDENA;PV 04;7.3634584;2.6016757
15605;PLATEAU;KETOU;KETOU;IDENA;EPP IDENA;PV 05;7.3634584;2.6016757
15606;PLATEAU;KETOU;KETOU;IDENA;EPP IDENA;PV 06;7.3634584;2.6016757
15607;PLATEAU;KETOU;KETOU;IDENA;EPP IDENA;PV 07;7.3634584;2.6016757
15608;PLATEAU;KETOU;KETOU;IDENA;HANGAR DEVANT POSTE;PV 01;7.3634584;2.6016757
15609;PLATEAU;KETOU;KETOU;IDJABO;HANGAR CENTRE AYELAWADJE;PV 01;7.3637016;2.6066878
15610;PLATEAU;KETOU;KETOU;IDJABO;HANGAR CENTRE AYELAWADJE;PV 02;7.3637016;2.6066878
15611;PLATEAU;KETOU;KETOU;IDOUFIN;EPP IDOUFIN-IKOTEDO;PV 01;7.3637016;2.6066878
15612;PLATEAU;KETOU;KETOU;IGUI-OLOU;HANGAR PLACE PUBLIQUE ACHELEKE;PV 01;7.3637016;2.6066878
15613;PLATEAU;KETOU;KETOU;IGUI-OLOU;HANGAR PLACE PUBLIQUE ACHELEKE;PV 02;7.3637016;2.6066878
15614;PLATEAU;KETOU;KETOU;IGUI-OLOU;HANGAR PLACE PUBLIQUE ACHELEKE;PV 03;7.3637016;2.6066878
15615;PLATEAU;KETOU;KETOU;IGUI-OLOU;HANGAR PLACE PUBLIQUE ACHELEKE;PV 04;7.3637016;2.6066878
15616;PLATEAU;KETOU;KETOU;INANSE;HANGAR-PLACE PUBLIQUE INANSE;PV 01;7.3637016;2.6066878
15617;PLATEAU;KETOU;KETOU;IRADIGBAN;HANGAR PLACE PUBLIQUE IRADIGBAN;PV 01;7.3637016;2.6066878
15618;PLATEAU;KETOU;KETOU;IRADIGBAN;HANGAR PLACE PUBLIQUE IRADIGBAN;PV 02;7.3637016;2.6066878
15619;PLATEAU;KETOU;KETOU;IRADIGBAN;HANGAR PLACE PUBLIQUE IRADIGBAN;PV 03;7.3637016;2.6066878
15620;PLATEAU;KETOU;KETOU;MASSAFE;HANGAR PLACE PUBL. FACE GOUDRON;PV 01;7.3637016;2.6066878
15621;PLATEAU;KETOU;KETOU;MASSAFE;HANGAR PLACE PUBL. FACE GOUDRON;PV 02;7.3637016;2.6066878
15622;PLATEAU;KETOU;KETOU;MASSAFE;HANGAR PLACE PUBL. FACE GOUDRON;PV 03;7.3637016;2.6066878
15623;PLATEAU;KETOU;KETOU;MASSAFE;HANGAR PLACE PUBL. FACE GOUDRON;PV 04;7.3637016;2.6066878
15624;PLATEAU;KETOU;KETOU;MASSAFE;HANGAR PLACE PUBL. FACE GOUDRON;PV 05;7.3637016;2.6066878
15625;PLATEAU;KETOU;KETOU;OBAFEMI;CEG 1 KETOU;PV 01;7.3637016;2.6066878
15626;PLATEAU;KETOU;KETOU;OBAFEMI;CEG 1 KETOU;PV 02;7.3637016;2.6066878
15627;PLATEAU;KETOU;KETOU;OBAFEMI;CEG 1 KETOU;PV 03;7.3637016;2.6066878
15628;PLATEAU;KETOU;KETOU;OBAFEMI;CEG 1 KETOU;PV 04;7.3637016;2.6066878
15629;PLATEAU;KETOU;KETOU;OBAFEMI;CEG 1 KETOU;PV 05;7.3637016;2.6066878
15630;PLATEAU;KETOU;KETOU;OBAFEMI;CEG 1 KETOU;PV 06;7.3637016;2.6066878
15631;PLATEAU;KETOU;KETOU;OBAFEMI;CEG 1 KETOU;PV 07;7.3637016;2.6066878
15632;PLATEAU;KETOU;KETOU;OBAFEMI;CEG 1 KETOU;PV 08;7.3637016;2.6066878
15633;PLATEAU;KETOU;KETOU;OBAFEMI;EPP OKE-BODE;PV 01;7.3637016;2.6066878
15634;PLATEAU;KETOU;KETOU;OBAFEMI;EPP OKE-BODE;PV 02;7.3637016;2.6066878
15635;PLATEAU;KETOU;KETOU;OBAFEMI;EPP OKE-BODE;PV 03;7.3637016;2.6066878
15637;PLATEAU;KETOU;KETOU;OGUIDIGBO;EPP IGADJI;PV 01;7.3637016;2.6066878
15638;PLATEAU;KETOU;KETOU;OGUIDIGBO;HANGAR-PLACE PUBLIQUE OCHEKA;PV 01;7.3637016;2.6066878
15639;PLATEAU;KETOU;KETOU;OKE-OLA;EPP ILEBA;PV 01;7.2938849;2.5749442
15640;PLATEAU;KETOU;KETOU;OKE-OLA;EPP ILEBA;PV 02;7.2938849;2.5749442
15641;PLATEAU;KETOU;KETOU;OKE-OLA;EPP ILEBA;PV 03;7.2938849;2.5749442
15642;PLATEAU;KETOU;KETOU;OLOROUNSHOGO;EPP OLORUN SHOGO;PV 01;7.3933529;2.5045481
15643;PLATEAU;KETOU;KETOU;OLOROUNSHOGO;EPP OLORUN SHOGO;PV 02;7.3933529;2.5045481
15644;PLATEAU;KETOU;KETOU;OLOROUNSHOGO;EPP OLORUN SHOGO;PV 03;7.3933529;2.5045481
15645;PLATEAU;KETOU;KETOU;OLOROUNSHOGO;EPP OLORUN SHOGO;PV 04;7.3933529;2.5045481
15646;PLATEAU;KETOU;KETOU;OLOROUNSHOGO;EPP OLORUN SHOGO;PV 05;7.3933529;2.5045481
15647;PLATEAU;KETOU;KETOU;OSSOKODJO;EPP OSSOKODJO;PV 01;7.3189616;2.664132
15648;PLATEAU;KETOU;KPANKOU;ADJOZOUNME;MAISON PUBLIQUE ADJOZOUME CENTRE;PV 01;7.3413067;2.5923117
15649;PLATEAU;KETOU;KPANKOU;ADJOZOUNME;MAISON PUBLIQUE ADJOZOUME CENTRE;PV 02;7.3413067;2.5923117
15650;PLATEAU;KETOU;KPANKOU;ADJOZOUNME;PALCE PUBLIQUE OWOCHANDE;PV 01;7.3413067;2.5923117
15651;PLATEAU;KETOU;KPANKOU;AGOZOUNME;PLACE PUBLIQUE AGOZOUNME;PV 01;7.3413067;2.5923117
15652;PLATEAU;KETOU;KPANKOU;AGUIDI;EPP AGUIDI;PV 01;7.3134799;2.5274626
15653;PLATEAU;KETOU;KPANKOU;AGUIDI;EPP AGUIDI;PV 02;7.3134799;2.5274626
15654;PLATEAU;KETOU;KPANKOU;AGUIDI;EPP AGUIDI;PV 03;7.3134799;2.5274626
15655;PLATEAU;KETOU;KPANKOU;AGUIDI;EPP LAFENWA;PV 01;7.3134799;2.5274626
15656;PLATEAU;KETOU;KPANKOU;AKPAMBAOU;EPP AKPAMBAOU;PV 01;7.3413067;2.5923117
15657;PLATEAU;KETOU;KPANKOU;ALAKOUTA;EPP ALAKOUTA;PV 01;7.3413067;2.5923117
15658;PLATEAU;KETOU;KPANKOU;ALAKOUTA;EPP ALAKOUTA;PV 02;7.3413067;2.5923117
15659;PLATEAU;KETOU;KPANKOU;ALAKOUTA;EPP EVEGA;PV 01;7.3413067;2.5923117
15660;PLATEAU;KETOU;KPANKOU;AYEKOU;EPP AYEKOU;PV 01;7.301393;2.5060977
15661;PLATEAU;KETOU;KPANKOU;AYEKOU;EPP AYEKOU;PV 02;7.301393;2.5060977
15662;PLATEAU;KETOU;KPANKOU;AYEKOU;EPP AYEKOU;PV 03;7.301393;2.5060977
15663;PLATEAU;KETOU;KPANKOU;AYEKOU;EPP OGANDO;PV 01;7.301393;2.5060977
15664;PLATEAU;KETOU;KPANKOU;AYEKOU;EPP OKE-AYO;PV 01;7.301393;2.5060977
15665;PLATEAU;KETOU;KPANKOU;AYETEDJOU;EPP AYETEDJOU;PV 01;7.2477076;2.5564603
15666;PLATEAU;KETOU;KPANKOU;AYETEDJOU;EPP AYETEDJOU;PV 02;7.2477076;2.5564603
15667;PLATEAU;KETOU;KPANKOU;AYETEDJOU;PLACE PUBLIQUE ABE-OKPE;PV 01;7.2477076;2.5564603
15668;PLATEAU;KETOU;KPANKOU;AYETEDJOU;PLACE PUBLIQUE ALATINGA-ADJEGOULE;PV 01;7.2477076;2.5564603
15669;PLATEAU;KETOU;KPANKOU;GANGNIGON;EPP GANGNIGON;PV 01;7.32472;2.5814717
15670;PLATEAU;KETOU;KPANKOU;GANGNIGON;EPP GANGNIGON;PV 02;7.32472;2.5814717
15671;PLATEAU;KETOU;KPANKOU;GANGNIGON;EPP GANGNIGON;PV 03;7.32472;2.5814717
15672;PLATEAU;KETOU;KPANKOU;GANGNIGON;EPP OKE-OLA;PV 01;7.32472;2.5814717
15673;PLATEAU;KETOU;KPANKOU;GANGNIGON;MAISON PUBLIQUE VLOKO;PV 01;7.32472;2.5814717
15674;PLATEAU;KETOU;KPANKOU;GBEGON;EPP GBEGON;PV 01;7.3413067;2.5923117
15675;PLATEAU;KETOU;KPANKOU;GBEGON;EPP GBEGON;PV 02;7.3413067;2.5923117
15676;PLATEAU;KETOU;KPANKOU;IGBOOLA-OFIRI;EPP IGBOOLA;PV 01;7.3413067;2.5923117
15677;PLATEAU;KETOU;KPANKOU;IGBOOLA-OFIRI;EPP OFIRI;PV 01;7.3413067;2.5923117
15678;PLATEAU;KETOU;KPANKOU;KADJOLA;EPP KADJOLA;PV 01;7.3413067;2.5923117
15679;PLATEAU;KETOU;KPANKOU;KADJOLA;EPP KADJOLA;PV 02;7.3413067;2.5923117
15680;PLATEAU;KETOU;KPANKOU;KADJOLA;EPP KADJOLA;PV 03;7.3413067;2.5923117
15681;PLATEAU;KETOU;KPANKOU;KPANKOU;EPP KPANKOU;PV 01;7.3413067;2.5923117
15682;PLATEAU;KETOU;KPANKOU;KPANKOU;EPP KPANKOU;PV 02;7.3413067;2.5923117
15683;PLATEAU;KETOU;KPANKOU;KPANKOU;MAISON DES JEUNES DE KPANKOU;PV 01;7.3413067;2.5923117
