N°;DEPARTEMENT;COMMUNE;ARRONDISSEMENT;VILLAGE_QUARTIER;CENTRE DE VOTE;POSTE DE VOTE
14970;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE GBAGO;MAISON DES JEUNES;PV 03
14971;OUEME;SEME-PODJI;SEME-PODJI;PODJI-AGUE GBAGO;MAISON DES JEUNES;PV 04
14972;OUEME;SEME-PODJI;SEME-PODJI;PODJI-MISSERETE;EPP KPODJI MISSERETE;PV 01
14973;OUEME;SEME-PODJI;SEME-PODJI;PODJI-MISSERETE;EPP KPODJI MISSERETE;PV 02
14974;OUEME;SEME-PODJI;SEME-PODJI;PODJI-MISSERETE;EPP KPODJI MISSERETE;PV 03
14975;OUEME;SEME-PODJI;SEME-PODJI;PODJI-MISSERETE;EPP KPODJI MISSERETE;PV 04
14976;OUEME;SEME-PODJI;SEME-PODJI;PODJI-MISSERETE;EPP KPODJI MISSERETE;PV 05
14977;OUEME;SEME-PODJI;SEME-PODJI;PODJI-MISSERETE;PLACE PUBLIQUE GOHOUNTO;PV 01
14978;OUEME;SEME-PODJI;SEME-PODJI;PODJI-MISSERETE;PLACE PUBLIQUE GOHOUNTO;PV 02
14979;OUEME;SEME-PODJI;SEME-PODJI;SEME-PODJI;EPP KPODJI G/A ET B;PV 01
14980;OUEME;SEME-PODJI;SEME-PODJI;SEME-PODJI;EPP KPODJI G/A ET B;PV 02
14981;OUEME;SEME-PODJI;SEME-PODJI;SEME-PODJI;EPP KPODJI G/A ET B;PV 03
14982;OUEME;SEME-PODJI;SEME-PODJI;SEME-PODJI;EPP KPODJI G/A ET B;PV 04
14983;OUEME;SEME-PODJI;SEME-PODJI;SEME-PODJI;EPP KPODJI G/A ET B;PV 05
14984;OUEME;SEME-PODJI;SEME-PODJI;SEME-PODJI;EPP KPODJI G/A ET B;PV 06
14985;OUEME;SEME-PODJI;SEME-PODJI;SEME-PODJI;EPP KPODJI G/A ET B;PV 07
14986;OUEME;SEME-PODJI;SEME-PODJI;SEME-PODJI;PLACE PUBLIQUE KPODJI CENTRE;PV 01
14987;OUEME;SEME-PODJI;SEME-PODJI;SEME-PODJI;PLACE PUBLIQUE KPODJI CENTRE;PV 02
14988;OUEME;SEME-PODJI;TOHOUE;AHLOME;PLACE PUBLIQUE AHLOME;PV 01
14989;OUEME;SEME-PODJI;TOHOUE;AHLOME;PLACE PUBLIQUE AHLOME;PV 02
14990;OUEME;SEME-PODJI;TOHOUE;AHLOME;PLACE PUBLIQUE AHLOME;PV 03
14991;OUEME;SEME-PODJI;TOHOUE;AYOKPO;PLACE PUBLIQUE AYOKPO;PV 01
14992;OUEME;SEME-PODJI;TOHOUE;AYOKPO;PLACE PUBLIQUE AYOKPO;PV 02
14993;OUEME;SEME-PODJI;TOHOUE;DJA;PLACE PUBLIQUE MAISON DES JEUNES;PV 01
14994;OUEME;SEME-PODJI;TOHOUE;DJA;PLACE PUBLIQUE MAISON DES JEUNES;PV 02
14995;OUEME;SEME-PODJI;TOHOUE;GLOGBO;ECOLE PRIMAIRE MATERNELLE ADOUGBE;PV 01
14996;OUEME;SEME-PODJI;TOHOUE;GLOGBO;ECOLE PRIMAIRE MATERNELLE ADOUGBE;PV 02
14997;OUEME;SEME-PODJI;TOHOUE;GLOGBO;ECOLE PRIMAIRE MATERNELLE ADOUGBE;PV 03
14998;OUEME;SEME-PODJI;TOHOUE;GLOGBO;ECOLE PRIMAIRE MATERNELLE ADOUGBE;PV 04
14999;OUEME;SEME-PODJI;TOHOUE;GLOGBO;ECOLE PRIMAIRE MATERNELLE ADOUGBE;PV 05
15000;OUEME;SEME-PODJI;TOHOUE;GLOGBO;ECOLE PRIMAIRE MATERNELLE ADOUGBE;PV 06
15001;OUEME;SEME-PODJI;TOHOUE;GLOGBO;EPP KRAKE PLAGE;PV 01
15002;OUEME;SEME-PODJI;TOHOUE;GLOGBO;EPP KRAKE PLAGE;PV 02
15003;OUEME;SEME-PODJI;TOHOUE;GLOGBO;EPP KRAKE PLAGE;PV 03
15004;OUEME;SEME-PODJI;TOHOUE;GLOGBO;EPP KRAKE PLAGE;PV 04
15005;OUEME;SEME-PODJI;TOHOUE;GLOGBO;EPP KRAKE PLAGE (MISSEBO);PV 01
15006;OUEME;SEME-PODJI;TOHOUE;GLOGBO;EPP KRAKE PLAGE (MISSEBO);PV 02
15007;OUEME;SEME-PODJI;TOHOUE;GLOGBO;EPP KRAKE PLAGE (MISSEBO);PV 03
15008;OUEME;SEME-PODJI;TOHOUE;GLOGBO;EPP KRAKE PLAGE (MISSEBO);PV 04
15009;OUEME;SEME-PODJI;TOHOUE;GLOGBO;PARC AUTO KRAKE;PV 01
15010;OUEME;SEME-PODJI;TOHOUE;GLOGBO;PARC AUTO KRAKE;PV 02
15011;OUEME;SEME-PODJI;TOHOUE;GLOGBO;PARC AUTO KRAKE;PV 03
15012;OUEME;SEME-PODJI;TOHOUE;GLOGBO;PARC AUTO KRAKE;PV 04
15013;OUEME;SEME-PODJI;TOHOUE;GLOGBO;PARC AUTO KRAKE;PV 05
15014;OUEME;SEME-PODJI;TOHOUE;GLOGBO;PARC AUTO KRAKE;PV 06
15015;OUEME;SEME-PODJI;TOHOUE;GLOGBO;MARCHE D'ANANAS;PV 01
15016;OUEME;SEME-PODJI;TOHOUE;GLOGBO;MARCHE D'ANANAS;PV 02
15017;OUEME;SEME-PODJI;TOHOUE;GLOGBO;MARCHE D'ANANAS;PV 03
15018;OUEME;SEME-PODJI;TOHOUE;GLOGBO;MARCHE D'ANANAS;PV 04
15019;OUEME;SEME-PODJI;TOHOUE;GLOGBO PLAGE;EPP BELLE RIVE;PV 01
15020;OUEME;SEME-PODJI;TOHOUE;GLOGBO PLAGE;EPP BELLE RIVE;PV 02
15021;OUEME;SEME-PODJI;TOHOUE;GLOGBO PLAGE;EPP BELLE RIVE;PV 03
15022;OUEME;SEME-PODJI;TOHOUE;GLOGBO PLAGE;EPP BELLE RIVE;PV 04
15023;OUEME;SEME-PODJI;TOHOUE;GLOGBO PLAGE;EPP BELLE RIVE;PV 05
15024;OUEME;SEME-PODJI;TOHOUE;GLOGBO PLAGE;EPP BELLE RIVE;PV 06
15025;OUEME;SEME-PODJI;TOHOUE;GLOGBO PLAGE;EPP BELLE RIVE;PV 07
15026;OUEME;SEME-PODJI;TOHOUE;HOVIDOKPO;PLACE PUBLIQUE HOVIDOKPO;PV 01
15027;OUEME;SEME-PODJI;TOHOUE;HOVIDOKPO;PLACE PUBLIQUE HOVIDOKPO;PV 02
15028;OUEME;SEME-PODJI;TOHOUE;KPOGUIDI;OWODE PARC AUTO;PV 01
15029;OUEME;SEME-PODJI;TOHOUE;KPOGUIDI;OWODE PARC AUTO;PV 02
15030;OUEME;SEME-PODJI;TOHOUE;KPOGUIDI;OWODE PARC AUTO;PV 03
15031;OUEME;SEME-PODJI;TOHOUE;KPOGUIDI;OWODE PARC AUTO;PV 04
15032;OUEME;SEME-PODJI;TOHOUE;KPOGUIDI;OWODE PARC AUTO;PV 05
15033;OUEME;SEME-PODJI;TOHOUE;KPOGUIDI;OWODE PARC AUTO;PV 06
15034;OUEME;SEME-PODJI;TOHOUE;KPOGUIDI;PLACE PUBLIQUE KPOGUIDI;PV 01
15035;OUEME;SEME-PODJI;TOHOUE;KRAKE-DAHO;PLACE PUBLIQUE KRAKE-DAHO;PV 01
15036;OUEME;SEME-PODJI;TOHOUE;KRAKE-DAHO;PLACE PUBLIQUE KRAKE-DAHO;PV 02
15037;OUEME;SEME-PODJI;TOHOUE;KRAKE-DAHO;PLACE PUBLIQUE KRAKE-DAHO;PV 03
15038;OUEME;SEME-PODJI;TOHOUE;KRAKE-DAHO;PLACE PUBLIQUE KRAKE-DAHO;PV 04
15039;OUEME;SEME-PODJI;TOHOUE;TOHOUE;EPP TOHOUE;PV 01
15040;OUEME;SEME-PODJI;TOHOUE;TOHOUE;EPP TOHOUE;PV 02
15041;OUEME;SEME-PODJI;TOHOUE;TOHOUE;EPP TOHOUE;PV 03
15042;OUEME;SEME-PODJI;TOHOUE;TOHOUE;EPP TOHOUE;PV 04
15043;OUEME;SEME-PODJI;TOHOUE;TOHOUE;EPP TOHOUE;PV 05
15044;OUEME;SEME-PODJI;TOHOUE;TOHOUE;PLACE PUBLIQUE MAISON DES JEUNES;PV 01
15045;OUEME;SEME-PODJI;TOHOUE;TOHOUE;PLACE PUBLIQUE MAISON DES JEUNES;PV 02
15046;OUEME;SEME-PODJI;TOHOUE;WEGBEGO-ADIEME;CEG KRAKE PLAGE;PV 01
15047;OUEME;SEME-PODJI;TOHOUE;WEGBEGO-ADIEME;CEG KRAKE PLAGE;PV 02
15048;OUEME;SEME-PODJI;TOHOUE;WEGBEGO-ADIEME;CEG KRAKE PLAGE;PV 03
15049;OUEME;SEME-PODJI;TOHOUE;WEGBEGO-ADIEME;CEG KRAKE PLAGE;PV 04
15050;OUEME;SEME-PODJI;TOHOUE;WEGBEGO-ADIEME;EPP WEGBEGO ADIEME;PV 01
15051;OUEME;SEME-PODJI;TOHOUE;WEGBEGO-ADIEME;EPP WEGBEGO ADIEME;PV 02
15052;OUEME;SEME-PODJI;TOHOUE;WEGBEGO-ADIEME;EPP WEGBEGO ADIEME;PV 03
15053;OUEME;SEME-PODJI;TOHOUE;WEGBEGO-ADIEME;EPP WEGBEGO PLAGE;PV 01
15058;PLATEAU;ADJA-OUERE;ADJA-OUERE;AFFACHA;EPP ADJA-OUERE 2;PV 02
15059;PLATEAU;ADJA-OUERE;ADJA-OUERE;AFFESSEDA;EPP AFESSEDA;PV 01
15060;PLATEAU;ADJA-OUERE;ADJA-OUERE;AFFESSEDA;EPP AFESSEDA;PV 02
15061;PLATEAU;ADJA-OUERE;ADJA-OUERE;AFFESSEDA;EPP AFESSEDA;PV 03
15062;PLATEAU;ADJA-OUERE;ADJA-OUERE;AFFESSEDA;EPP AFESSEDA;PV 04
15063;PLATEAU;ADJA-OUERE;ADJA-OUERE;AFFESSEDA;EPP AFESSEDA;PV 05
15064;PLATEAU;ADJA-OUERE;ADJA-OUERE;DAGBLA;EPP DAGBLA;PV 01
15066;PLATEAU;ADJA-OUERE;ADJA-OUERE;DOGBO;EPP KOUNOTCHO;PV 01
15067;PLATEAU;ADJA-OUERE;ADJA-OUERE;DOGBO;EPP KOUNOTCHO;PV 02
15068;PLATEAU;ADJA-OUERE;ADJA-OUERE;EGBE;EPP EGBE;PV 01
15069;PLATEAU;ADJA-OUERE;ADJA-OUERE;EGBE;EPP EGBE;PV 02
15070;PLATEAU;ADJA-OUERE;ADJA-OUERE;EGBE;HONTA-MADJIYA;PV 01
15071;PLATEAU;ADJA-OUERE;ADJA-OUERE;GBAGBATA;EPP ADJA-OUERE 1;PV 01
15072;PLATEAU;ADJA-OUERE;ADJA-OUERE;GBAGBATA;EPP ADJA-OUERE 1;PV 02
15073;PLATEAU;ADJA-OUERE;ADJA-OUERE;GBAGBATA;EPP ADJA-OUERE 1;PV 03
15074;PLATEAU;ADJA-OUERE;ADJA-OUERE;GBAGBATA;EPP ICHANFAN;PV 01
15075;PLATEAU;ADJA-OUERE;ADJA-OUERE;HOUELI-GABA;EPP DAGBLA;PV 01
15076;PLATEAU;ADJA-OUERE;ADJA-OUERE;HOUELI-GABA;EPP HOUELI-GABA;PV 01
15077;PLATEAU;ADJA-OUERE;ADJA-OUERE;IGBA;EPP IGBA;PV 01
15078;PLATEAU;ADJA-OUERE;ADJA-OUERE;IGBA;EPP IGBA;PV 02
15079;PLATEAU;ADJA-OUERE;ADJA-OUERE;IGBA;EPP IGBA;PV 03
15080;PLATEAU;ADJA-OUERE;ADJA-OUERE;ITCHEDE;EPP ITCHEDE-TOFFO;PV 01
15081;PLATEAU;ADJA-OUERE;ADJA-OUERE;IWOYE-OKO-IGBO;HANGAR DU MARCHE IWOYE;PV 01
15082;PLATEAU;ADJA-OUERE;ADJA-OUERE;OBEKE-OUERE;EPP AFFESSEDA;PV 01
15083;PLATEAU;ADJA-OUERE;ADJA-OUERE;OBEKE-OUERE;EPP EGBE;PV 01
15084;PLATEAU;ADJA-OUERE;ADJA-OUERE;OBEKE-OUERE;EPP OBEKE-OUERE;PV 01
15085;PLATEAU;ADJA-OUERE;ADJA-OUERE;OBEKE-OUERE;EPP OBEKE-OUERE;PV 02
15086;PLATEAU;ADJA-OUERE;ADJA-OUERE;OKE-ODAN;BUREAU CERPA;PV 01
15087;PLATEAU;ADJA-OUERE;ADJA-OUERE;OKE-ODAN;BUREAU CERPA;PV 02
15088;PLATEAU;ADJA-OUERE;ADJA-OUERE;OKE-ODAN;EPP ADJA-OUERE 3;PV 01
15089;PLATEAU;ADJA-OUERE;ADJA-OUERE;OKE-ODAN;EPP ADJA-OUERE 3;PV 02
15090;PLATEAU;ADJA-OUERE;ADJA-OUERE;OKE-ODAN;EPP ADJA-OUERE 3;PV 03
15091;PLATEAU;ADJA-OUERE;ADJA-OUERE;OKE-ODAN;EPP IGOÏSSI;PV 01
15092;PLATEAU;ADJA-OUERE;ADJA-OUERE;OKE-ODAN;ITA ADJA-OUERE;PV 01
15093;PLATEAU;ADJA-OUERE;ADJA-OUERE;OKE-ODO;HANGAR PETIT MARCHE;PV 01
15094;PLATEAU;ADJA-OUERE;ADJA-OUERE;OKOFFIN;EPP OKOFFIN;PV 01
15095;PLATEAU;ADJA-OUERE;ADJA-OUERE;OKOFFIN;EPP OKOFFIN;PV 02
15096;PLATEAU;ADJA-OUERE;ADJA-OUERE;TOFFO;EPP ITCHEDE-TOFFO;PV 01
15097;PLATEAU;ADJA-OUERE;ADJA-OUERE;TOFFO;EPP ITCHEDE-TOFFO;PV 02
15098;PLATEAU;ADJA-OUERE;IKPINLE;ADJEGOUNLE;EPP ITA-BOLARINWA PARTIE B;PV 01
15099;PLATEAU;ADJA-OUERE;IKPINLE;ADJEGOUNLE;EPP ITA-BOLARINWA PARTIE B;PV 02
15100;PLATEAU;ADJA-OUERE;IKPINLE;ADJEGOUNLE;EPP ITA-BOLARINWA PARTIE B;PV 03
15101;PLATEAU;ADJA-OUERE;IKPINLE;ATTAN-EWE;EPP ATTAN-EWE;PV 01
15102;PLATEAU;ADJA-OUERE;IKPINLE;ATTAN-EWE;EPP ATTAN-EWE;PV 02
15103;PLATEAU;ADJA-OUERE;IKPINLE;ATTAN-EWE;EPP ATTAN-EWE;PV 03
15104;PLATEAU;ADJA-OUERE;IKPINLE;ATTAN-OUIGNAN-AYETEDJOU;EPP ATTAN-OUIGNAN;PV 01
15105;PLATEAU;ADJA-OUERE;IKPINLE;ATTAN-OUIGNAN-AYETEDJOU;EPP HUILERIE IKPINLE;PV 01
15106;PLATEAU;ADJA-OUERE;IKPINLE;FOUDITI;EPP FOUDITI;PV 01
15107;PLATEAU;ADJA-OUERE;IKPINLE;FOUDITI;HANGAR PLACE PUBLIQUE;PV 01
15108;PLATEAU;ADJA-OUERE;IKPINLE;FOUDITI;MAISON DES JEUNES;PV 01
15109;PLATEAU;ADJA-OUERE;IKPINLE;IGBO-IROKO;EPP IGBO-IROKO;PV 01
15110;PLATEAU;ADJA-OUERE;IKPINLE;IGBO-IROKO;EPP IGBO-IROKO;PV 02
15111;PLATEAU;ADJA-OUERE;IKPINLE;IGBO-ORO;EPP IGBO ORO;PV 01
15112;PLATEAU;ADJA-OUERE;IKPINLE;IGBO-ORO;EPP IGBO ORO;PV 02
15113;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-ITARAKA;BUREAU COOPERATIVE CAR;PV 01
15114;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-ITARAKA;BUREAU COOPERATIVE CAR;PV 02
15115;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-ITARAKA;BUREAU COOPERATIVE CAR;PV 03
15116;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-ITARAKA;CEG1 IKPINLE;PV 01
15117;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-ITARAKA;EPP IKPINLE;PV 01
15118;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-ITARAKA;EPP IKPINLE;PV 02
15119;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-ITARAKA;EPP SEGBEYA;PV 01
15120;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-SEKANME;EPP CENTRE IKPINLE;PV 01
15121;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-SEKANME;EPP CENTRE IKPINLE;PV 02
15122;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-SEKANME;EPP CENTRE IKPINLE;PV 03
15123;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-SEKANME;EPP CENTRE IKPINLE;PV 04
15124;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-YENAWA;EPP ST AUGUSTIN;PV 01
15125;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-YENAWA;EPP ST AUGUSTIN;PV 02
15126;PLATEAU;ADJA-OUERE;IKPINLE;IKPINLE-YENAWA;HANGAR PETIT MARCHE DE YENAWA;PV 01
15127;PLATEAU;ADJA-OUERE;IKPINLE;ILAKO-ABIALA;EPP ILAKO-ABIALA;PV 01
15128;PLATEAU;ADJA-OUERE;IKPINLE;ILAKO-ABIALA;EPP ILAKO-ABIALA;PV 02
15129;PLATEAU;ADJA-OUERE;IKPINLE;IMORO;BUREAU ARRONDISSEMENT;PV 01
15130;PLATEAU;ADJA-OUERE;IKPINLE;IMORO;BUREAU ARRONDISSEMENT;PV 02
15131;PLATEAU;ADJA-OUERE;IKPINLE;IMORO;BUREAU ARRONDISSEMENT;PV 03
15132;PLATEAU;ADJA-OUERE;IKPINLE;IMORO;BUREAU ARRONDISSEMENT;PV 04
15133;PLATEAU;ADJA-OUERE;IKPINLE;ITA-BOLARINWA;CEG-2 D'IKPINLE;PV 01
15134;PLATEAU;ADJA-OUERE;IKPINLE;ITA-BOLARINWA;CEG-2 D'IKPINLE;PV 02
15135;PLATEAU;ADJA-OUERE;IKPINLE;ITA-BOLARINWA;CEG-2 D'IKPINLE;PV 03
15136;PLATEAU;ADJA-OUERE;IKPINLE;ITA-BOLARINWA;CEG-2 D'IKPINLE;PV 04
15137;PLATEAU;ADJA-OUERE;IKPINLE;ITA-BOLARINWA;CEG-2 D'IKPINLE;PV 05
15138;PLATEAU;ADJA-OUERE;IKPINLE;ITA-BOLARINWA;EPP ITA-BOLARINWA PARTIE A;PV 01
15139;PLATEAU;ADJA-OUERE;IKPINLE;ITA-BOLARINWA;EPP ITA-BOLARINWA PARTIE A;PV 02
15140;PLATEAU;ADJA-OUERE;IKPINLE;KADJOLA;HANGAR PLACE PUBLIQUE KADJOLA;PV 01
15141;PLATEAU;ADJA-OUERE;IKPINLE;KADJOLA;HANGAR PLACE PUBLIQUE KADJOLA;PV 02
15142;PLATEAU;ADJA-OUERE;KPOULOU;HOUEDAME;EPP HOUEDAME-1;PV 01
15143;PLATEAU;ADJA-OUERE;KPOULOU;HOUEDAME;EPP HOUEDAME-1;PV 02
15144;PLATEAU;ADJA-OUERE;KPOULOU;HOUEDAME;EPP HOUEDAME-1;PV 03
15145;PLATEAU;ADJA-OUERE;KPOULOU;HOUEDAME;ITA-OLAEWE/HOUEDAME-2;PV 01
15146;PLATEAU;ADJA-OUERE;KPOULOU;IGBO-AÏDIN;EPP IGBO-AÏDIN;PV 01
15147;PLATEAU;ADJA-OUERE;KPOULOU;IGBO-AKPORO;HANGAR PETIT MARCHE IGBO-AKPORO;PV 01
15148;PLATEAU;ADJA-OUERE;KPOULOU;IGBO-IROKO;HANGAR PETIT MARCHE IGBO-IROKO;PV 01
15149;PLATEAU;ADJA-OUERE;KPOULOU;KPOULOU;EPP KPOULOU CENTRE;PV 01
15158;PLATEAU;ADJA-OUERE;KPOULOU;TOWI;EPP TOWI;PV 01
15159;PLATEAU;ADJA-OUERE;KPOULOU;TOWI;EPP TOWI;PV 02
15160;PLATEAU;ADJA-OUERE;KPOULOU;TROBOSSI;EPP TROBOSSI-DOGBAME;PV 01
15161;PLATEAU;ADJA-OUERE;KPOULOU;TROBOSSI;EPP TROBOSSI-DOGBAME;PV 02
15162;PLATEAU;ADJA-OUERE;MASSE;ABADAGO;EPP OKE-OGNIBO;PV 01
15163;PLATEAU;ADJA-OUERE;MASSE;ABADAGO;EPP OKE-OGNIBO;PV 02
15164;PLATEAU;ADJA-OUERE;MASSE;ABADAGO;EPP OLOROUN CHOGO;PV 01
15165;PLATEAU;ADJA-OUERE;MASSE;ABADAGO;EPP VISSOH;PV 01
15166;PLATEAU;ADJA-OUERE;MASSE;ABADAGO;EPP/B ABADAGO PARTIE A;PV 01
15167;PLATEAU;ADJA-OUERE;MASSE;ABADAGO;PLACE PUBLIQUE ITA ETI-ODO CENTRE;PV 01
15168;PLATEAU;ADJA-OUERE;MASSE;ADJODA;HANGAR MARCHE ITA ADJODA;PV 01
15169;PLATEAU;ADJA-OUERE;MASSE;AYELADJOU;EPP ABADAGO PARTIE B;PV 01
15170;PLATEAU;ADJA-OUERE;MASSE;AYELADJOU;PLACE PUBLIQUE ITA OKE AYO;PV 01
15171;PLATEAU;ADJA-OUERE;MASSE;DANHIME;EPP MASSE PARTIE B;PV 01
15172;PLATEAU;ADJA-OUERE;MASSE;EGBE-AGBO;EPP EGBE AGBO;PV 01
15173;PLATEAU;ADJA-OUERE;MASSE;ICHOUGBO;EPP ICHOUGBO;PV 01
15174;PLATEAU;ADJA-OUERE;MASSE;IGBO-IKOKO;EPP IGBO AÏBIRO;PV 01
15175;PLATEAU;ADJA-OUERE;MASSE;IGBO-IKOKO;EPP IGBO-IKOKO;PV 01
15176;PLATEAU;ADJA-OUERE;MASSE;IGBO-IKOKO;ITA KODJIFO;PV 01
15177;PLATEAU;ADJA-OUERE;MASSE;MASSE;EPP ADO;PV 01
15178;PLATEAU;ADJA-OUERE;MASSE;MASSE;EPP ADO;PV 02
15179;PLATEAU;ADJA-OUERE;MASSE;MASSE;EPP MASSE GBAGBADJI;PV 01
15180;PLATEAU;ADJA-OUERE;MASSE;MASSE;EPP MASSE PARTIE A;PV 01
15181;PLATEAU;ADJA-OUERE;MASSE;MASSE;MARCHE D'ITA ETINWIN;PV 01
15182;PLATEAU;ADJA-OUERE;MASSE;MASSE-ADJEGOUNLE;EPP ADJEGOUNLE;PV 01
15183;PLATEAU;ADJA-OUERE;MASSE;MASSE-ADJEGOUNLE;EPP ADJEGOUNLE;PV 02
15184;PLATEAU;ADJA-OUERE;MASSE;MASSE-ADJEGOUNLE;ITA ADJEGOUNLE;PV 01
15185;PLATEAU;ADJA-OUERE;MASSE;MOWOBANI;EPP IGBO ADOU;PV 01
15186;PLATEAU;ADJA-OUERE;MASSE;MOWOBANI;EPP IGBO ADOU;PV 02
15187;PLATEAU;ADJA-OUERE;MASSE;MOWOBANI;EPP MOWOBANI;PV 01
15188;PLATEAU;ADJA-OUERE;MASSE;MOWOBANI;EPP MOWOBANI;PV 02
15189;PLATEAU;ADJA-OUERE;MASSE;OGOURO;EPP AYE DE;PV 01
15190;PLATEAU;ADJA-OUERE;MASSE;OGOURO;EPP OGOURO;PV 01
15191;PLATEAU;ADJA-OUERE;MASSE;OKE OGNIGBO;HANGAR PLACE PUBLIQUE ETI-ODO;PV 01
15192;PLATEAU;ADJA-OUERE;MASSE;OKE OGNIGBO;MAISON DU PEUPLE ITA-AHOLOU;PV 01
15193;PLATEAU;ADJA-OUERE;MASSE;OKE-OLA;EPP AYETORO;PV 01
15194;PLATEAU;ADJA-OUERE;MASSE;OKE-OLA;EPP AYETORO;PV 02
15195;PLATEAU;ADJA-OUERE;MASSE;OKE-OLA;EPP OKE OLA;PV 01
15196;PLATEAU;ADJA-OUERE;MASSE;OKE-OLA;EPP OKE OLA;PV 02
15197;PLATEAU;ADJA-OUERE;MASSE;OKE-OLA;HANGAR MARCHE ITA-ICHANGNI;PV 01
15198;PLATEAU;ADJA-OUERE;MASSE;OKO-DJEGUEDE;EPP OKO-DJEGUEDE;PV 01
15199;PLATEAU;ADJA-OUERE;MASSE;OWOCHANDE;EPP OWOCHANDE;PV 01
15200;PLATEAU;ADJA-OUERE;MASSE;OWOCHANDE;EPP OWOCHANDE;PV 02
15201;PLATEAU;ADJA-OUERE;MASSE;OWOCHANDE;PLACE PUBLIQUE OBANIGBE;PV 01
15202;PLATEAU;ADJA-OUERE;MASSE;TEFFI-OKEIGBALA;EPP TEFFI;PV 01
15203;PLATEAU;ADJA-OUERE;MASSE;TEFFI-OKEIGBALA;HANGAR PETIT MARCHE ICHOCHE;PV 01
15204;PLATEAU;ADJA-OUERE;OKO-AKARE;ADJELEMIDE;EPP ADJELEMIDE;PV 01
15205;PLATEAU;ADJA-OUERE;OKO-AKARE;ADJELEMIDE;EPP ADJELEMIDE;PV 02
15206;PLATEAU;ADJA-OUERE;OKO-AKARE;ITA-ARO;PLACE PUBLIQUE ITA-ARO;PV 01
15207;PLATEAU;ADJA-OUERE;OKO-AKARE;ITA-EGBEBI;EPP ITA-EGBEBI;PV 01
15208;PLATEAU;ADJA-OUERE;OKO-AKARE;ITA-EGBEBI;EPP ITA-EGBEBI;PV 02
15209;PLATEAU;ADJA-OUERE;OKO-AKARE;ITA-EGBEBI;PLACE PUBLIQUE ALAKPOHOU;PV 01
15210;PLATEAU;ADJA-OUERE;OKO-AKARE;ITA-OGOU;EPP ITA-OGOU;PV 01
15211;PLATEAU;ADJA-OUERE;OKO-AKARE;ITA-OGOU;EPP ITA-OGOU;PV 02
15212;PLATEAU;ADJA-OUERE;OKO-AKARE;ITA-SGBEBI-ALAKPOROU;LIEU DE DANSE ITA ADEROMOU;PV 01
15213;PLATEAU;ADJA-OUERE;OKO-AKARE;ITA-SGBEBI-ALAKPOROU;LIEU DE DANSE ITA ADEROMOU;PV 02
15214;PLATEAU;ADJA-OUERE;OKO-AKARE;IWINKA;EPP IWINKA;PV 01
15215;PLATEAU;ADJA-OUERE;OKO-AKARE;IWINKA;EPP IWINKA;PV 02
15216;PLATEAU;ADJA-OUERE;OKO-AKARE;KOKOROKEHOUN;EPP KOKOROKEHOUN A;PV 01
15217;PLATEAU;ADJA-OUERE;OKO-AKARE;KOKOROKEHOUN;EPP KOKOROKEHOUN A;PV 02
15218;PLATEAU;ADJA-OUERE;OKO-AKARE;KOKOROKEHOUN;EPP KOKOROKEHOUN A;PV 03
15219;PLATEAU;ADJA-OUERE;OKO-AKARE;OBANIGBE-FOUDITI;EPP OBANIGBE-FOUDITI;PV 01
15220;PLATEAU;ADJA-OUERE;OKO-AKARE;OBANIGBE-FOUDITI;EPP OBANIGBE-FOUDITI;PV 02
15221;PLATEAU;ADJA-OUERE;OKO-AKARE;OGOUKPATE;EPP OGOUKPATE A;PV 01
15222;PLATEAU;ADJA-OUERE;OKO-AKARE;OGOUKPATE;EPP OGOUKPATE A;PV 02
15223;PLATEAU;ADJA-OUERE;OKO-AKARE;OGOUKPATE;EPP OGOUKPATE A;PV 03
15224;PLATEAU;ADJA-OUERE;OKO-AKARE;OGOUKPATE;EPP OGOUKPATE A;PV 04
15225;PLATEAU;ADJA-OUERE;OKO-AKARE;OGOUKPATE;PLACE PUBLIQUE ILE ILOUTAN;PV 01
15226;PLATEAU;ADJA-OUERE;OKO-AKARE;OKO-AKARE;EPP OKO-AKARE;PV 01
15227;PLATEAU;ADJA-OUERE;OKO-AKARE;OKO-AKARE;EPP OKO-AKARE;PV 02
15228;PLATEAU;ADJA-OUERE;OKO-AKARE;OKO-AKARE;EPP OKO-AKARE;PV 03
15229;PLATEAU;ADJA-OUERE;OKO-AKARE;OKO-AKARE;MASSIHO;PV 01
15230;PLATEAU;ADJA-OUERE;OKO-AKARE;OLOGO;ECONOMAT;PV 01
